"Operativo";"escuela seleccionada";"Nivel";"Gestión";"Supervisión";"Escuela_ID";"CUE";"subcue";"Número_escuela";"Anexo";"Número_Anexo";"Nombre_Escuela";"Departamento";"Localidad";"zona";"AMBITO";"Regional";"Curso";"Curso_ID";"División";"División_ID";"Turno";"Modalidad";"Matrícula";"Cantidad_alumnos_evaluados_por_división";"Diferencia por censar";"ciclo_lectivo";"cencista"
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1955";"5000011";"00";"S009";"0";"S009-0";"NTRA. SRA. DE LA MISERICORDIA";"CAPITAL";"SEGUNDA SECCION";-;"Urbano";"NO CORRESPONDE";"2°";"2";"B";"33598";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1955";"5000011";"00";"S009";"0";"S009-0";"NTRA. SRA. DE LA MISERICORDIA";"CAPITAL";"SEGUNDA SECCION";-;"Urbano";"NO CORRESPONDE";"3°";"3";"ECONOMIA";"33599";"Mañana";"Presencial";"35";"0";"35";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1955";"5000011";"00";"S009";"0";"S009-0";"NTRA. SRA. DE LA MISERICORDIA";"CAPITAL";"SEGUNDA SECCION";-;"Urbano";"NO CORRESPONDE";"3°";"3";"HUMANIDADES";"33600";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1955";"5000011";"00";"S009";"0";"S009-0";"NTRA. SRA. DE LA MISERICORDIA";"CAPITAL";"SEGUNDA SECCION";-;"Urbano";"NO CORRESPONDE";"4°";"4";"ECONOMIA";"53906";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1955";"5000011";"00";"S009";"0";"S009-0";"NTRA. SRA. DE LA MISERICORDIA";"CAPITAL";"SEGUNDA SECCION";-;"Urbano";"NO CORRESPONDE";"4°";"4";"HUMANIDADES";"53907";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1955";"5000011";"00";"S009";"0";"S009-0";"NTRA. SRA. DE LA MISERICORDIA";"CAPITAL";"SEGUNDA SECCION";-;"Urbano";"NO CORRESPONDE";"5°";"5";"ECONOMIA";"53908";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1955";"5000011";"00";"S009";"0";"S009-0";"NTRA. SRA. DE LA MISERICORDIA";"CAPITAL";"SEGUNDA SECCION";-;"Urbano";"NO CORRESPONDE";"5°";"5";"HUMANIDADES";"53909";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"A";"33602";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"B";"33603";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"C";"33601";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"A";"33604";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"B";"33605";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"C";"33606";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"A";"53774";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"B";"53775";"Mañana";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"C";"53776";"Mañana";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"A";"53778";"Mañana";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"B";"53777";"Mañana";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"C";"53779";"Mañana";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"A";"53780";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"B";"53781";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1956";"5000013";"00";"S010";"0";"S010-0";"SAN LUIS GONZAGA";"CAPITAL";"SEGUNDA SECCION";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"C";"53782";"Mañana";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"1";"33610";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"2";"33611";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"3";"33612";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"1";"33613";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"2";"33614";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"3";"33615";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"1";"33616";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"2";"33617";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"3";"33618";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"1";"33619";"Mañana";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"2";"33620";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"3";"33621";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"1";"33622";"Mañana";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"2";"33623";"Mañana";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1957";"5000085";"00";"S011";"0";"S011-0";"SANTA MARÍA DE LOS ANGELES";"GUAYMALLÉN";"VILLA NUEVA";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"3";"33624";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"1°";"1";"A";"33625";"Mañana";"Presencial";"35";"0";"35";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"1°";"1";"B";"33626";"Mañana";"Presencial";"37";"0";"37";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"2";"A";"33627";"Mañana";"Presencial";"33";"0";"33";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"2";"B";"33628";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"3°";"3";"NATURALES";"33629";"Mañana";"Presencial";"33";"0";"33";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"3°";"3";"SOCIALES";"33630";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"4";"NATURALES";"33631";"Mañana";"Presencial";"34";"0";"34";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"4";"SOCIALES";"33632";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"5°";"5";"NATURALES";"33633";"Mañana";"Presencial";"35";"0";"35";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1958";"5000795";"00";"S012";"0";"S012-0";"COMPAÑÍA DE MARÍA";"CAPITAL";"CUARTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"5°";"5";"SOCIALES";"33634";"Mañana";"Presencial";"36";"0";"36";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"A";"33635";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"B";"33636";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"A";"33637";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"B";"33638";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"A";"33639";"Mañana";"Presencial";"14";"0";"14";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"B";"33640";"Mañana";"Presencial";"18";"0";"18";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"C";"33641";"Mañana";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"A";"33642";"Mañana";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"B";"33643";"Mañana";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"C";"33644";"Mañana";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"A";"33645";"Mañana";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"B";"33646";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1959";"5000801";"00";"S013";"0";"S013-0";"SAN PEDRO NOLASCO";"CAPITAL";"TERCERA SECCION";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"C";"33647";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1960";"5000798";"00";"S014";"0";"S014-0";"XXI DE ABRIL";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"A";"33648";"Mañana";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1960";"5000798";"00";"S014";"0";"S014-0";"XXI DE ABRIL";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"B";"70231";"Mañana";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1960";"5000798";"00";"S014";"0";"S014-0";"XXI DE ABRIL";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"A";"53632";"Mañana";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1960";"5000798";"00";"S014";"0";"S014-0";"XXI DE ABRIL";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NO CORRESPONDE";"2°";"2";"B";"73718";"Mañana";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1960";"5000798";"00";"S014";"0";"S014-0";"XXI DE ABRIL";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"NAT - A";"33651";"Mañana";"Presencial";"14";"0";"14";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1960";"5000798";"00";"S014";"0";"S014-0";"XXI DE ABRIL";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NO CORRESPONDE";"3°";"3";"NAT - B";"81062";"Mañana";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1960";"5000798";"00";"S014";"0";"S014-0";"XXI DE ABRIL";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NO CORRESPONDE";"4°";"4";"NAT";"33653";"Mañana";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"03 - Secundario Orientado Privada";"1960";"5000798";"00";"S014";"0";"S014-0";"XXI DE ABRIL";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NO CORRESPONDE";"5°";"5";"NAT";"33655";"Mañana";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1961";"5001989";"00";"S015";"0";"S015-0";"MARÍA MONTESSORI";"GUAYMALLÉN";"VILLA NUEVA";"Sin Zona";"Urbano";"NO CORRESPONDE";"1°";"1";"U";"42494";"Mañana";"Presencial";"6";"0";"6";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1961";"5001989";"00";"S015";"0";"S015-0";"MARÍA MONTESSORI";"GUAYMALLÉN";"VILLA NUEVA";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"2";"U";"42495";"Mañana";"Presencial";"7";"0";"7";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1961";"5001989";"00";"S015";"0";"S015-0";"MARÍA MONTESSORI";"GUAYMALLÉN";"VILLA NUEVA";"Sin Zona";"Urbano";"NO CORRESPONDE";"3°";"3";"U";"42496";"Mañana";"Presencial";"11";"0";"11";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1961";"5001989";"00";"S015";"0";"S015-0";"MARÍA MONTESSORI";"GUAYMALLÉN";"VILLA NUEVA";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"4";"U";"49825";"Mañana";"Presencial";"11";"0";"11";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"01 - Secundario Orientado Privada";"1961";"5001989";"00";"S015";"0";"S015-0";"MARÍA MONTESSORI";"GUAYMALLÉN";"VILLA NUEVA";"Sin Zona";"Urbano";"NO CORRESPONDE";"5°";"5";"U";"49826";"Mañana";"Presencial";"6";"0";"6";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1962";"5000021";"00";"S016";"0";"S016-0";"SAN ANDRÉS";"CAPITAL";"QUINTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"1°";"1";"única";"49947";"Mañana";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1962";"5000021";"00";"S016";"0";"S016-0";"SAN ANDRÉS";"CAPITAL";"QUINTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"2";"A";"82467";"Mañana";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1962";"5000021";"00";"S016";"0";"S016-0";"SAN ANDRÉS";"CAPITAL";"QUINTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"2";"B";"82468";"Mañana";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1962";"5000021";"00";"S016";"0";"S016-0";"SAN ANDRÉS";"CAPITAL";"QUINTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"3°";"3";"Única";"56916";"Mañana";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1962";"5000021";"00";"S016";"0";"S016-0";"SAN ANDRÉS";"CAPITAL";"QUINTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"4";"Inglés Bilingüe";"63791";"Tarde";"Presencial";"1";"0";"1";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1962";"5000021";"00";"S016";"0";"S016-0";"SAN ANDRÉS";"CAPITAL";"QUINTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"4";"Única";"49949";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"02 - Secundario Orientado Privada";"1962";"5000021";"00";"S016";"0";"S016-0";"SAN ANDRÉS";"CAPITAL";"QUINTA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"5°";"5";"Única";"49950";"Mañana";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Secundario Orientado";"Privada";"07 - Secundario Orientado Privada";"1963";"5000594";"00";"S018";"0";"S018-0";"COMPAÑÍA DE MARÍA";"GODOY CRUZ";"GODOY CRUZ";"10%";"Urbano";"NO CORRESPONDE";"1°";"1";"A";"33656";"Mañana";"Presencial";"33";"0";"33";-;-
